name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Togekiss; 468; Fairy; Flying; Flying; Fairy; 1.5; 38.0; 87.5; Jubilee Pokémon; 30; 2560; 800000; 2 Sp. Attack Point(s) 1 Sp. Defense Point(s); White; 0; Hustle; 70; 145 - 192; 280 - 374; 145 - 192; 280 - 374; 145 - 192; 85; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 0.0; 1.0; 1.0; 1.0; It will never appear where there is strife. Its sightings have become rare recently.; It will never appear where there is strife. Its sightings have become rare recently.; It shares many blessings with people who respect one anothers rights and avoid needless strife.; As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.; As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.; 
Yanmega; 469; Bug; Flying; Bug; Bug; 1.9; 51.5; 50.0; Ogre Darner Pokémon; 30; 5120; 1000000; 2 Attack Point(s); Green; 0; Speed Boost; 70; 146 - 193; 282 - 376; 146 - 193; 282 - 376; 146 - 193; 86; 1.0; 2.0; 1.0; 0.25; 2.0; 2.0; 0.25; 1.0; 0.0; 2.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 1.0; By churning its wings, it creates shock waves that inflict critical internal injuries to foes.; By churning its wings, it creates shock waves that inflict critical internal injuries to foes.; Its jaw power is incredible. It is adept at biting apart foes while flying by at high speed.; This six-legged Pokmon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.; The beat of its wings is so powerful that it accidentally dislodges full-grown trees when it takes off in flight.; 
Leafeon; 470; Grass; None; Ground; Ground; 1.0; 25.5; 87.5; Verdant Pokémon; 45; 8960; 1000000; 2 Defense Point(s); Green; 0; Leaf Guard; 35; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.; Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.; It basically does not fight. With cells similar to those of plants, it can perform photosynthesis.; When you see LEAFEON asleep in a patch of sunshine, youll know it is using photosynthesis to produce clean air.; When you see LEAFEON asleep in a patch of sunshine, youll know it is using photosynthesis to produce clean air.; 
Glaceon; 471; Ice; None; Ground; Ground; 0.8; 25.9; 87.5; Fresh Snow Pokémon; 45; 8960; 1000000; 2 Sp. Attack Point(s); Blue; 0; Snow Cloak; 35; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 2.0; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 2.0; As a protective technique, it can completely freeze its fur to make its hairs stand like needles.; As a protective technique, it can completely freeze its fur to make its hairs stand like needles.; By controlling its body heat, it can freeze the atmosphere around it to make a diamond-dust flurry.; It causes small ice crystals to form by lowering the temperature of the surrounding atmosphere.; It causes small ice crystals to form by lowering the temperature of the surrounding atmosphere.; 
Gliscor; 472; Ground; Flying; Bug; Bug; 2.0; 42.5; 50.0; Fang Scorp Pokémon; 30; 5120; 1059860; 2 Defense Point(s); Purple; 0; Hyper Cutter; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 2.0; 1.0; 0.0; 4.0; 0.5; 0.5; 0.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!; It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!; If it succeeds in catching even a faint breeze properly, it can circle the globe without flapping once.; Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.; Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.; 
Mamoswine; 473; Ice; Ground; Ground; Ground; 2.5; 291.0; 50.0; Twin Tusk Pokémon; 50; 5120; 1250000; 3 Attack Point(s); Brown; 0; Oblivious; 70; 170 - 217; 330 - 424; 170 - 217; 330 - 424; 170 - 217; 110; 1.0; 2.0; 2.0; 2.0; 0.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.; Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.; A frozen one was dug up from soil dating back 10,000 years. It woke up to much amazement.; A frozen MAMOSWINE was dug from ice dating back 10,000 years. This Pokmon has been around a long, long, long time.; It flourished worldwide during the ice age but its population declined when the masses of ice began to dwindle.; 
Porygon-Z; 474; Normal; None; Mineral; Mineral; 0.9; 34.0; None; Virtual Pokémon; 30; 5120; 1000000; 3 Sp. Attack Point(s); Red; 0; Adaptability; 70; 145 - 192; 280 - 374; 145 - 192; 280 - 374; 145 - 192; 85; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Additional software was installed to make it a better Pokmon. It began acting oddly, however.; Additional software was installed to make it a better Pokmon. It began acting oddly, however.; Its programming was modified to enable work in alien dimensions. It did not work as planned.; Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...; Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...; 
Gallade; 475; Psychic; Fighting; Indeterminate; Indeterminate; 1.6; 56.4; 100.0; Blade Pokémon; 45; 5120; 1250000; 3 Attack Point(s); White; 0; Steadfast; 35; 128 - 175; 246 - 340; 128 - 175; 246 - 340; 128 - 175; 68; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; A master of courtesy and swordsmanship, it fights using extending swords on its elbows.; A master of courtesy and swordsmanship, it fights using extending swords on its elbows.; When trying to protect someone, it extends its elbows as if they were swords and fights savagely.; Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.; Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.; 
Probopass; 476; Rock; Steel; Mineral; Mineral; 1.4; 340.0; 50.0; Compass Pokémon; 60; 5120; 1000000; 1 Defense Point(s) 2 Sp. Defense Point(s); Gray; 0; Sturdy; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 0.25; 1.0; 2.0; 1.0; 1.0; 0.5; 4.0; 0.0; 4.0; 0.25; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 1.0; It exudes strong magnetism from all over. It controls three small units called Mini-Noses.; It exudes strong magnetism from all over. It controls three small units called Mini-Noses.; It freely controls three small units called Mini-Noses using magnetic force.; It controls three units called Mini-Noses using magnetic force. With them, it can attack the foe from three directions.; It controls three units called Mini-Noses using magnetic force. With them, it can attack the foe from three directions.; 
Dusknoir; 477; Ghost; None; Indeterminate; Indeterminate; 2.2; 106.6; 50.0; Gripper Pokémon; 45; 6400; 800000; 1 Defense Point(s) 2 Sp. Defense Point(s); Black; 0; Pressure; 35; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.5; 1.0; 1.0; 1.0; 0.5; 1.0; 2.0; 1.0; 2.0; 1.0; The antenna on its head captures radio waves from the world of spirits that command it to take people there.; The antenna on its head captures radio waves from the world of spirits that command it to take people there.; It is said to take lost spirits into its pliant body and guide them home.; This feared Pokmon is said to travel to worlds unknown. Some even believe that it takes lost spirits along with it.; This feared Pokmon is said to travel to worlds unknown. Some even believe that it takes lost spirits along with it.; 
Froslass; 478; Ice; Ghost; Fairy; Mineral; 1.3; 26.6; 0.0; Snow Land Pokémon; 75; 5120; 1000000; 2 Speed Point(s); White; 0; Snow Cloak; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 0.0; 2.0; 1.0; 1.0; 1.0; 0.5; 0.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 1.0; 2.0; 2.0; It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.; It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.; It freezes prey by blowing its -58 degrees F breath. It is said to then secretly display its prey.; Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as FROSLASS.; Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as FROSLASS; 
Rotom; 479; Electric; Ghost; Indeterminate; Indeterminate; 0.3; 0.3; None; Plasma Pokémon; 45; 5120; 1000000; 1 Speed Point(s) 1 Sp. Attack Point(s); Red; 0; Levitate; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.0; 1.0; 1.0; 1.0; 0.5; 1.0; 0.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 2.0; 1.0; 2.0; 0.5; Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.; Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.; Its electric-like body can enter some kinds of machines and take control in order to make mischief.; Research continues on this Pokmon, which could be the power source of a unique motor.; Research continues on this Pokmon, which could be the power source of a unique motor.; 
Uxie; 480; Psychic; None; None; None; 0.3; 0.3; None; Knowledge Pokémon; 3; 20480; 1250000; 2 Defense Point(s) 1 Sp. Defense Point(s); Yellow; 0; Levitate; 140; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; Known as The Being of Knowledge. It is said that it can wipe out the memory of those who see its eyes.; It is said that its emergence gave humans the intelligence to improve their quality of life.; When UXIE flew, people gained the ability to solve problems. It was the birth of knowledge.; According to some sources, this Pokmon provided people with the intelligence necessary to solve various problems.; According to some sources, this Pokmon provided people with the intelligence necessary to solve various problems.; 
Mesprit; 481; Psychic; None; None; None; 0.3; 0.3; None; Emotion Pokémon; 3; 20480; 1250000; 1 Attack Point(s) 1 Sp. Attack Point(s) 1 Sp. Defense Point(s); Pink; 0; Levitate; 140; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; Known as The Being of Emotion. It taught humans the nobility of sorrow, pain, and joy.; It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lakes surface.; When MESPRIT flew, people learned the joy and sadness of living. It was the birth of emotions.; This Pokmon is said to have endowed the human heart with emotions, such as sorrow and joy.; This Pokmon is said to have endowed the human heart with emotions, such as sorrow and joy.; 
Azelf; 482; Psychic; None; None; None; 0.3; 0.3; None; Willpower Pokémon; 3; 20480; 1250000; 2 Attack Point(s) 1 Sp. Attack Point(s); Blue; 0; Levitate; 140; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; Known as The Being of Willpower. It sleeps at the bottom of a lake to keep the world in balance.; It is thought that UXIE, MESPRIT and AZELF all came from the same egg.; When AZELF flew, people gained the determination to do things. It was the birth of willpower.; This Pokmon is said to have endowed humans with the determination needed to face any of lifes difficulties.; This Pokmon is said to have endowed humans with the determination needed to face any of lifes difficulties.; 
Dialga; 483; Steel; Dragon; None; None; 5.4; 683.0; None; Temporal Pokémon; 30; 30720; 1250000; 3 Sp. Attack Point(s); White; 0; Pressure; 0; 160 - 207; 310 - 404; 160 - 207; 310 - 404; 160 - 207; 100; 0.5; 1.0; 0.5; 0.25; 0.5; 1.0; 2.0; 0.0; 2.0; 0.5; 0.5; 0.5; 0.5; 0.5; 1.0; 0.5; 0.5; It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.; A Pokmon spoken of in legend. It is said that time began moving when DIALGA was born.; A legendary Pokmon of Sinnoh. It is said that time flows when DIALGAs heart beats.; This Pokmon completely controls the flow of time. It uses its power to travel at will through the past and future.; This Pokmon completely controls the flow of time. It uses its power to travel at will through the past and future.; 
Palkia; 484; Water; Dragon; None; None; 4.2; 336.0; None; Spatial Pokémon; 30; 30720; 1250000; 3 Sp. Attack Point(s); Purple; 0; Pressure; 0; 150 - 197; 290 - 384; 150 - 197; 290 - 384; 150 - 197; 90; 1.0; 0.25; 0.25; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 0.5; It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.; It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.; A legendary Pokmon of Sinnoh. It is said that space becomes more stable with PALKIAs every brea; Its total control over the boundaries of space enable it to transport itself to faraway places or even other dimensions.; Its total control over the boundaries of space enable it to transport itself to faraway places or even other dimensions.; 
Heatran; 485; Fire; Steel; None; None; 1.7; 430.0; 50.0; Lava Dome Pokémon; 3; 2560; 1250000; 3 Sp. Attack Point(s); Brown; 0; Flash Fire; 100; 151 - 198; 292 - 386; 151 - 198; 292 - 386; 151 - 198; 91; 0.5; 1.0; 2.0; 0.25; 1.0; 0.25; 2.0; 0.0; 4.0; 0.5; 0.5; 0.25; 1.0; 0.5; 0.5; 0.5; 0.25; It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.; It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.; Its body is made of rugged steel. However, it is partially melted in spots because of its own heat.; Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.; Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.; 
Regigigas; 486; Normal; None; None; None; 3.7; 420.0; None; Colossal Pokémon; 3; 30720; 1250000; 3 Attack Point(s); White; 0; Slow Start; 0; 170 - 217; 330 - 424; 170 - 217; 330 - 424; 170 - 217; 110; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; There is an enduring legend that states this Pokmon towed continents with ropes.; There is an enduring legend that states this Pokmon towed continents with ropes.; It is said to have made Pokmon that look like itself from a special ice mountain, rocks, and magma.; It is believed to have shaped REGIROCK, REGICE, and REGISTEEL out of clay, ice, and magma.; It is believed to have shaped REGIROCK, REGICE, and REGISTEEL out of clay, ice, and magma.; 
Giratina; 487; Ghost; Dragon; None; None; None; None; None; Renegade Pokémon; 3; 30720; 1250000; 3 HP Point(s); Black; 0; Pressure; 0; 210 - 257; 410 - 504; 210 - 257; 410 - 504; 210 - 257; 150; 0.0; 0.5; 0.5; 0.5; 0.5; 2.0; 0.0; 0.5; 1.0; 1.0; 1.0; 0.5; 1.0; 2.0; 2.0; 2.0; 1.0; A Pokmon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.; A Pokmon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.; It was banished for its violence. It silently gazed upon the old world from the Distortion World.; This Pokmon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.; This Pokmon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.; 
Cresselia; 488; Psychic; None; None; None; 1.5; 85.6; 0.0; Lunar Pokémon; 3; 30720; 1250000; 3 Sp. Defense Point(s); Yellow; 0; Levitate; 100; 180 - 227; 350 - 444; 180 - 227; 350 - 444; 180 - 227; 120; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.; Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.; On nights around the quarter moon, the aurora from its tail extends and undulates beautifully.; Those who sleep holding CRESSELIAs feather are assured of joyful dreams. It is said to represent the crescent moon.; Those who sleep holding CRESSELIAs feather are assured of joyful dreams. It is said to represent the crescent moon.; 
Phione; 489; Water; None; Water 1; Fairy; 0.4; 3.1; None; Sea Drifter Pokémon; 30; 10240; 1250000; 1 HP Point(s); Blue; 0; Hydration; 70; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; A Pokmon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.; A Pokmon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.; It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.; When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.; When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.; 
